Repo,PR_number,Commits,Additions,Deletions,Files_Changed,Comments,Formal_Review,Inline_Comments_Review,NumPathsInFile,AvgPathCharLength,MaxPathCharLength
OpenHFT/Chronicle-Wire,1039,1,33,24,1,0,0.0,0,1,67.0,67
OpenHFT/Chronicle-Wire,1040,1,63,138,1,0,0.0,0,1,69.0,69
OpenHFT/Chronicle-Wire,1041,1,27,2,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Wire,1042,1,34,9,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Wire,1043,1,71,151,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Wire,1044,1,23,5,1,0,0.0,0,1,79.0,79
OpenHFT/Chronicle-Wire,1045,1,109,174,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Wire,1047,1,68,60,1,0,0.0,0,1,55.0,55
OpenHFT/Chronicle-Wire,1048,1,31,7,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Wire,1049,1,166,57,7,0,0.0,0,7,77.71428571428571,80
OpenHFT/Chronicle-Wire,1053,1,68,143,1,0,0.0,0,1,53.0,53
OpenHFT/Chronicle-Wire,1054,1,95,210,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1055,1,180,8,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Wire,1056,1,39,39,2,0,0.0,0,2,58.0,58
OpenHFT/Chronicle-Wire,1058,1,82,82,13,0,0.0,0,13,62.69230769230769,72
OpenHFT/Chronicle-Wire,1059,1,93,93,12,0,0.0,0,12,64.33333333333333,77
OpenHFT/Chronicle-Wire,1060,1,97,97,3,0,0.0,0,3,65.33333333333333,69
OpenHFT/Chronicle-Wire,1061,1,210,210,39,0,0.0,0,39,64.74358974358974,84
OpenHFT/Chronicle-Wire,1062,1,162,162,10,0,0.0,0,10,71.3,80
OpenHFT/Chronicle-Wire,1064,1,69,51,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1065,1,50,88,2,0,0.0,0,2,55.5,57
OpenHFT/Chronicle-Wire,1066,1,75,62,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1068,1,60,86,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1069,2,79,58,1,0,0.0,0,1,57.0,57
OpenHFT/Chronicle-Wire,1070,1,122,96,1,0,0.0,0,1,57.0,57
OpenHFT/Chronicle-Wire,1071,1,64,81,2,0,0.0,0,2,55.5,57
OpenHFT/Chronicle-Wire,1072,1,69,19,3,0,0.0,0,3,57.333333333333336,65
OpenHFT/Chronicle-Wire,1073,1,127,130,1,0,0.0,0,1,59.0,59
jdereg/java-util,341,1,43,1,4,0,0.0,0,4,37.0,64
jdereg/java-util,148,1,1,1,1,0,0.0,0,1,52.0,52
jdereg/java-util,217,2,25,1,2,0,0.0,0,2,38.5,65
jdereg/java-util,219,2,57,0,3,0,0.0,0,3,54.666666666666664,76
Stirling-Tools/Stirling-PDF,3555,2,8,4,3,0,2.0,1,3,71.0,77
Stirling-Tools/Stirling-PDF,3556,2,230,179,6,0,3.0,0,6,59.333333333333336,78
jdereg/json-io,347,2,115,74,1,0,0.0,0,1,62.0,62
jdereg/json-io,357,1,124,0,2,0,0.0,0,2,36.5,61
VerisimilitudeX/DNAnalyzer,538,3,42,7,4,1,0.0,0,4,54.5,64
jdereg/json-io,366,1,4,1,2,0,0.0,0,2,33.0,54
jdereg/json-io,415,1,7,2,2,0,0.0,0,2,38.0,64
jdereg/json-io,417,1,25,11,2,0,0.0,0,2,38.0,64
jdereg/java-util,144,1,25,2,2,0,0.0,0,2,54.0,56
jdereg/java-util,143,1,13,6,1,0,0.0,0,1,52.0,52
jdereg/java-util,142,1,1,1,1,0,0.0,0,1,60.0,60
jdereg/java-util,261,1,61,0,2,0,0.0,0,2,44.5,77
jdereg/java-util,265,2,37,2,5,0,0.0,0,5,49.0,82
jdereg/java-util,266,1,35,0,2,0,0.0,0,2,41.5,71
jdereg/java-util,271,1,24,0,2,0,0.0,0,2,47.0,82
SimonHalvdansson/Harmonic-HN,223,1,11,0,1,0,0.0,0,1,9.0,9
OpenHFT/Chronicle-Values,132,1,2,0,1,0,0.0,0,1,31.0,31
OpenHFT/Chronicle-Values,134,1,26,1,1,0,0.0,0,1,61.0,61
OpenHFT/Chronicle-Values,137,1,11,4,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Values,143,1,9,0,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Values,145,1,3,1,1,0,0.0,0,1,66.0,66
OpenHFT/Chronicle-Values,152,1,4,0,1,0,0.0,0,1,71.0,71
OpenHFT/Java-Runtime-Compiler,150,1,76,13,1,0,0.0,0,1,53.0,53
OpenHFT/Java-Runtime-Compiler,152,1,15,0,1,0,0.0,0,1,70.0,70
OpenHFT/Java-Runtime-Compiler,154,1,6,0,1,0,0.0,0,1,36.0,36
OpenHFT/Java-Runtime-Compiler,155,1,11,0,1,0,0.0,0,1,36.0,36
OpenHFT/Java-Runtime-Compiler,156,1,3,0,1,0,0.0,0,1,36.0,36
OpenHFT/Java-Runtime-Compiler,157,1,2,0,1,0,0.0,0,1,40.0,40
jdereg/java-util,338,1,14,50,4,0,0.0,0,4,10.75,12
jdereg/java-util,263,2,15,1,2,0,0.0,0,2,77.5,82
EduMIPS64/edumips64,1379,1,2,2,2,1,0.0,0,2,33.5,44
OpenHFT/Chronicle-Threads,292,1,33,0,1,0,0.0,0,1,61.0,61
jdereg/json-io,315,1,22,2,4,0,0.0,0,4,31.25,50
jdereg/java-util,157,1,27,1,2,0,0.0,0,2,57.0,59
jdereg/java-util,168,1,14,0,1,0,0.0,0,1,54.0,54
jdereg/json-io,393,1,4,1,2,0,0.0,0,2,30.0,48
jdereg/json-io,399,2,3,2,2,0,0.0,0,2,42.5,73
jdereg/json-io,400,1,2,1,2,0,0.0,0,2,41.0,70
jdereg/json-io,401,1,4,1,2,0,0.0,0,2,41.0,70
SimonHalvdansson/Harmonic-HN,213,1,7,4,1,0,0.0,0,1,72.0,72
jdereg/java-util,230,1,9,5,2,0,0.0,0,2,39.5,67
jdereg/java-util,237,1,6,4,2,0,0.0,0,2,39.5,67
jdereg/java-util,244,1,5,4,2,0,0.0,0,2,34.5,57
jdereg/java-util,250,2,3,1,2,0,0.0,0,2,32.0,52
VerisimilitudeX/DNAnalyzer,543,1,79,0,3,3,0.0,3,3,21.333333333333332,29
SimonHalvdansson/Harmonic-HN,215,1,5,0,1,0,0.0,0,1,67.0,67
OpenHFT/Chronicle-Core,766,1,30,2,1,0,0.0,0,1,75.0,75
OpenHFT/Chronicle-Core,771,1,18,2,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Core,775,1,38,54,1,0,0.0,0,1,66.0,66
OpenHFT/Chronicle-Core,776,1,32,3,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Core,777,1,22,37,2,0,0.0,0,2,69.5,73
OpenHFT/Chronicle-Core,779,1,66,51,2,0,0.0,0,2,64.5,70
OpenHFT/Chronicle-Core,781,1,11,8,1,0,0.0,0,1,73.0,73
OpenHFT/Chronicle-Core,784,1,4,4,1,0,0.0,0,1,81.0,81
OpenHFT/Chronicle-Core,785,1,14,2,1,0,0.0,0,1,82.0,82
OpenHFT/Chronicle-Core,789,1,21,2,1,0,0.0,0,1,69.0,69
OpenHFT/Chronicle-Core,795,2,17,70,3,0,0.0,0,3,47.0,71
OpenHFT/Chronicle-Core,797,1,64,67,5,0,0.0,0,5,52.0,60
OpenHFT/Chronicle-Core,808,1,43,89,7,0,0.0,0,7,36.142857142857146,52
OpenHFT/Chronicle-Core,809,1,52,21,1,0,0.0,0,1,21.0,21
OpenHFT/Chronicle-Core,811,1,37,0,1,0,0.0,0,1,31.0,31
jdereg/java-util,122,1,1,1,1,0,0.0,0,1,54.0,54
jdereg/java-util,124,1,6,5,2,0,0.0,0,2,54.5,57
jdereg/java-util,125,1,14,0,1,0,0.0,0,1,52.0,52
jdereg/java-util,128,1,17,10,1,0,0.0,0,1,52.0,52
EduMIPS64/edumips64,1378,1,7,1,2,1,0.0,0,2,54.5,62
jdereg/java-util,347,1,20,14,4,0,0.0,0,4,43.25,57
jdereg/java-util,221,2,27,1,2,0,0.0,0,2,44.0,76
jdereg/java-util,251,2,106,0,1,0,0.0,0,1,67.0,67
jdereg/java-util,151,1,16,0,1,0,0.0,0,1,60.0,60
jdereg/java-util,162,1,28,1,3,0,0.0,0,3,58.333333333333336,71
OpenHFT/Chronicle-Wire,1078,1,41,33,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1079,2,44,43,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1082,1,74,33,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Wire,1083,1,44,16,1,0,0.0,0,1,56.0,56
OpenHFT/Chronicle-Wire,1084,1,81,56,1,0,0.0,0,1,56.0,56
OpenHFT/Chronicle-Wire,1085,1,59,76,1,0,0.0,0,1,56.0,56
OpenHFT/Chronicle-Wire,1086,1,76,76,1,0,0.0,0,1,56.0,56
OpenHFT/Chronicle-Wire,1087,1,95,51,1,0,0.0,0,1,56.0,56
OpenHFT/Chronicle-Wire,1089,1,55,22,1,0,0.0,0,1,64.0,64
OpenHFT/Chronicle-Wire,1093,1,85,85,4,0,0.0,0,4,64.75,75
OpenHFT/Chronicle-Bytes,656,1,50,45,7,0,0.0,0,7,69.14285714285714,74
jdereg/java-util,220,1,255,0,1,0,0.0,0,1,64.0,64
xpinjection/test-driven-spring-boot,7,1,1,1,1,1,0.0,0,1,73.0,73
OpenHFT/Chronicle-Values,114,1,18,0,1,0,0.0,0,1,74.0,74
OpenHFT/Chronicle-Values,118,1,17,2,1,0,0.0,0,1,72.0,72
OpenHFT/Chronicle-Values,74,1,8,1,1,0,0.0,0,1,53.0,53
OpenHFT/Chronicle-Values,115,1,14,0,1,0,0.0,0,1,71.0,71
OpenHFT/Chronicle-Values,116,1,78,2,1,0,0.0,0,1,65.0,65
OpenHFT/Chronicle-Core,787,1,30,0,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Core,796,1,7,0,1,0,0.0,0,1,58.0,58
OpenHFT/Chronicle-Core,800,1,56,0,1,0,0.0,0,1,42.0,42
OpenHFT/Chronicle-Core,801,1,55,0,1,0,0.0,0,1,52.0,52
OpenHFT/Chronicle-Core,802,1,26,0,1,0,0.0,0,1,43.0,43
OpenHFT/Chronicle-Core,803,1,21,0,1,0,0.0,0,1,39.0,39
OpenHFT/Chronicle-Core,804,1,22,0,1,0,0.0,0,1,48.0,48
OpenHFT/Chronicle-Core,805,1,72,0,1,0,0.0,0,1,41.0,41
OpenHFT/Chronicle-Core,806,1,62,0,1,0,0.0,0,1,45.0,45
EduMIPS64/edumips64,1380,1,208,106,3,2,0.0,0,3,46.666666666666664,66
jdereg/json-io,321,1,10,4,2,0,0.0,0,2,36.5,61
OpenHFT/Chronicle-Values,73,1,5,0,1,0,0.0,0,1,55.0,55
OpenHFT/Chronicle-Values,81,1,32,0,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Values,83,1,41,1,1,0,0.0,0,1,65.0,65
OpenHFT/Chronicle-Values,84,1,21,0,1,0,0.0,0,1,62.0,62
OpenHFT/Chronicle-Values,85,1,47,0,1,0,0.0,0,1,62.0,62
OpenHFT/Chronicle-Values,86,1,63,1,1,0,0.0,0,1,58.0,58
OpenHFT/Chronicle-Values,90,1,11,0,1,0,0.0,0,1,71.0,71
OpenHFT/Chronicle-Values,91,1,16,1,1,0,0.0,0,1,82.0,82
OpenHFT/Chronicle-Values,93,1,244,1,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Values,96,1,26,1,1,0,0.0,0,1,59.0,59
OpenHFT/Chronicle-Values,97,1,22,0,1,0,0.0,0,1,73.0,73
OpenHFT/Chronicle-Values,98,1,35,0,1,0,0.0,0,1,73.0,73
OpenHFT/Chronicle-Values,99,1,31,0,1,0,0.0,0,1,65.0,65
OpenHFT/Chronicle-Values,100,1,43,0,1,0,0.0,0,1,82.0,82
OpenHFT/Chronicle-Values,101,1,31,0,1,0,0.0,0,1,58.0,58
OpenHFT/Chronicle-Values,102,1,33,0,1,0,0.0,0,1,57.0,57
OpenHFT/Chronicle-Values,103,1,3,0,1,0,0.0,0,1,64.0,64
OpenHFT/Chronicle-Values,105,1,30,0,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Values,106,1,24,0,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Values,107,1,36,0,1,0,0.0,0,1,57.0,57
OpenHFT/Chronicle-Values,108,1,8,3,1,0,0.0,0,1,55.0,55
OpenHFT/Chronicle-Values,110,1,38,0,1,0,0.0,0,1,71.0,71
OpenHFT/Chronicle-Values,111,1,18,1,1,0,0.0,0,1,71.0,71
OpenHFT/Chronicle-Values,112,1,102,0,1,0,0.0,0,1,66.0,66
OpenHFT/Chronicle-Values,113,1,6,0,1,0,0.0,0,1,74.0,74
OpenHFT/Chronicle-Values,117,1,19,0,1,0,0.0,0,1,70.0,70
OpenHFT/Chronicle-Values,119,1,16,2,1,0,0.0,0,1,74.0,74
OpenHFT/Chronicle-Values,120,1,9,0,1,0,0.0,0,1,73.0,73
OpenHFT/Chronicle-Values,121,1,18,0,1,0,0.0,0,1,75.0,75
OpenHFT/Chronicle-Values,122,1,2,1,1,0,0.0,0,1,77.0,77
OpenHFT/Chronicle-Values,124,1,61,1,1,0,0.0,0,1,64.0,64
OpenHFT/Chronicle-Values,126,1,9,1,1,0,0.0,0,1,55.0,55
OpenHFT/Chronicle-Values,127,1,25,0,1,0,0.0,0,1,68.0,68
OpenHFT/Chronicle-Values,128,1,4,0,1,0,0.0,0,1,55.0,55
OpenHFT/Chronicle-Values,129,1,6,0,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Core,810,1,35,18,1,0,0.0,0,1,40.0,40
OpenHFT/Java-Thread-Affinity,172,1,5,0,1,0,0.0,0,1,62.0,62
jdereg/java-util,359,1,10,11,2,0,0.0,0,2,32.5,53
apache/pinot,16085,7,397,36,5,1,5.0,3,5,65.4,70
OpenHFT/Chronicle-Core,744,1,74,40,9,0,0.0,0,9,71.11111111111111,82
OpenHFT/Chronicle-Core,748,1,57,43,8,0,0.0,0,8,55.125,70
OpenHFT/Chronicle-Core,751,1,46,10,1,0,0.0,0,1,75.0,75
OpenHFT/Chronicle-Core,753,1,8,8,1,0,0.0,0,1,64.0,64
OpenHFT/Chronicle-Core,754,1,13,8,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Core,767,1,14,5,1,0,0.0,0,1,67.0,67
OpenHFT/Chronicle-Core,770,1,60,37,2,0,0.0,0,2,64.5,67
OpenHFT/Chronicle-Core,778,1,44,23,1,0,0.0,0,1,69.0,69
OpenHFT/Chronicle-Core,780,1,24,10,1,0,0.0,0,1,68.0,68
jdereg/java-util,282,1,3,0,2,0,0.0,0,2,35.5,59
jdereg/java-util,283,1,6,3,2,0,0.0,0,2,47.0,82
jdereg/java-util,286,1,65,1,4,0,0.0,0,4,45.25,64
jdereg/java-util,288,1,2,1,2,0,0.0,0,2,38.0,64
OpenHFT/Chronicle-Logger,146,1,11,0,1,0,0.0,0,1,76.0,76
OpenHFT/Chronicle-Logger,150,1,143,0,1,0,0.0,0,1,82.0,82
OpenHFT/Chronicle-Logger,153,1,13,0,1,0,0.0,0,1,78.0,78
OpenHFT/Chronicle-Logger,155,1,24,0,1,0,0.0,0,1,79.0,79
OpenHFT/Chronicle-Logger,158,1,143,88,1,0,0.0,0,1,78.0,78
OpenHFT/Chronicle-Logger,161,1,25,0,1,0,0.0,0,1,87.0,87
OpenHFT/Chronicle-Logger,162,1,26,0,1,0,0.0,0,1,95.0,95
OpenHFT/Chronicle-Logger,163,1,21,0,1,0,0.0,0,1,96.0,96
OpenHFT/Chronicle-Logger,164,1,24,0,1,0,0.0,0,1,77.0,77
OpenHFT/Chronicle-Logger,165,1,25,0,1,0,0.0,0,1,77.0,77
OpenHFT/Chronicle-Logger,167,1,29,0,1,0,0.0,0,1,85.0,85
OpenHFT/Chronicle-Logger,168,1,29,0,1,0,0.0,0,1,79.0,79
OpenHFT/Chronicle-Logger,169,1,31,9,1,0,0.0,0,1,78.0,78
OpenHFT/Chronicle-Logger,179,1,6,0,1,0,0.0,0,1,65.0,65
OpenHFT/Chronicle-Logger,180,1,4,2,1,0,0.0,0,1,65.0,65
OpenHFT/Chronicle-Logger,184,1,10,0,1,0,0.0,0,1,73.0,73
OpenHFT/Chronicle-Logger,186,1,7,0,1,0,0.0,0,1,61.0,61
OpenHFT/Chronicle-Logger,187,1,7,0,1,0,0.0,0,1,74.0,74
OpenHFT/Chronicle-Logger,188,1,12,8,1,0,0.0,0,1,85.0,85
OpenHFT/Chronicle-Logger,190,1,11,0,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Logger,191,1,10,0,1,0,0.0,0,1,105.0,105
OpenHFT/Chronicle-Logger,193,1,10,0,1,0,0.0,0,1,98.0,98
OpenHFT/Chronicle-Core,813,1,12,6,1,0,0.0,0,1,53.0,53
OpenHFT/Chronicle-Core,814,1,15,9,2,0,0.0,0,2,59.0,65
jdereg/java-util,358,1,37,42,3,0,0.0,0,3,25.666666666666668,53
Stirling-Tools/Stirling-PDF,3621,1,2,2,1,0,3.0,0,1,85.0,85
jdereg/java-util,201,1,93,0,11,0,0.0,0,11,47.36363636363637,62
jdereg/java-util,346,1,11,1,3,0,0.0,0,3,11.0,12
jdereg/json-io,412,1,12,6,3,0,0.0,0,3,11.333333333333334,13
jdereg/java-util,321,1,47,0,2,0,0.0,0,2,37.0,62
jdereg/java-util,322,2,43,2,2,0,0.0,0,2,33.5,55
jdereg/java-util,118,1,14,6,2,0,0.0,0,2,57.0,59
xpinjection/test-driven-spring-boot,8,1,1,1,1,1,0.0,0,1,75.0,75
xpinjection/test-driven-spring-boot,9,1,1,1,1,1,0.0,0,1,9.0,9
jdereg/json-io,375,1,2,1,2,0,0.0,0,2,37.5,63
jdereg/json-io,376,1,2,1,2,0,0.0,0,2,37.5,63
jdereg/json-io,377,1,16,3,3,0,0.0,0,3,29.333333333333332,50
jdereg/json-io,379,1,35,2,4,0,0.0,0,4,40.0,63
jdereg/json-io,380,1,4,1,2,0,0.0,0,2,30.0,48
jdereg/json-io,381,1,2,1,2,0,0.0,0,2,30.5,49
jdereg/json-io,382,2,4,14,2,0,0.0,0,2,31.0,50
jdereg/json-io,383,1,1,0,1,0,0.0,0,1,61.0,61
VerisimilitudeX/DNAnalyzer,536,3,477,199,10,1,0.0,0,10,44.9,55
VerisimilitudeX/DNAnalyzer,540,2,8,0,3,1,0.0,0,3,36.0,55
OpenHFT/Chronicle-Logger,182,1,22,89,1,0,0.0,0,1,59.0,59
OpenHFT/Chronicle-Logger,192,1,8,0,1,0,0.0,0,1,86.0,86
jdereg/java-util,305,1,3,1,2,0,0.0,0,2,46.5,81
jdereg/java-util,323,1,47,0,2,0,0.0,0,2,46.0,80
jdereg/java-util,324,1,11,28,2,0,0.0,0,2,37.0,62
jdereg/json-io,392,1,80,0,2,0,0.0,0,2,38.5,65
OpenHFT/Chronicle-Logger,176,1,1,0,1,0,0.0,0,1,88.0,88
jdereg/java-util,186,2,108,31,3,0,0.0,0,3,26.333333333333332,55
jdereg/java-util,189,1,27,13,4,0,0.0,0,4,34.25,57
jdereg/java-util,190,2,58,0,2,0,0.0,0,2,33.5,55
jdereg/java-util,191,1,48,27,4,0,0.0,0,4,35.5,61
jdereg/java-util,192,2,108,72,2,0,0.0,0,2,34.5,57
jdereg/java-util,193,2,80,20,4,0,0.0,0,4,32.5,55
jdereg/java-util,194,1,10,8,2,0,0.0,0,2,35.5,59
jdereg/java-util,198,1,109,73,15,0,0.0,0,15,54.2,73
kongzue/DialogX,502,1,16,1,2,0,0.0,0,2,71.0,73
jdereg/java-util,328,1,27,0,2,0,0.0,0,2,35.0,58
operaton/operaton,1001,1,358,377,16,2,4.0,1,16,100.25,136
jdereg/json-io,312,1,68,18,2,0,0.0,0,2,38.5,65
OpenHFT/Java-Thread-Affinity,157,1,10,8,2,0,0.0,0,2,63.0,65
jdereg/java-util,356,2,4,2,2,0,0.0,0,2,40.0,68
jdereg/java-util,357,1,14,2,2,0,0.0,0,2,34.0,56
jdereg/java-util,276,1,1,16,2,0,0.0,0,2,41.5,71
VerisimilitudeX/DNAnalyzer,537,3,86,26,4,1,0.0,0,4,33.5,53
jdereg/java-util,278,1,41,0,2,0,0.0,0,2,46.0,80
jdereg/java-util,281,1,24,0,2,0,0.0,0,2,43.0,74
jdereg/java-util,325,1,114,35,4,0,0.0,0,4,34.0,58
operaton/operaton,912,2,107,333,17,1,2.0,1,17,101.17647058823529,120
OpenHFT/Chronicle-Threads,327,1,38,35,1,0,0.0,0,1,39.0,39
OpenHFT/Chronicle-Values,61,1,11,12,1,0,0.0,0,1,9.0,9
OpenHFT/Chronicle-Values,64,1,22,21,10,0,0.0,0,10,59.1,77
OpenHFT/Chronicle-Values,66,1,36,16,1,0,0.0,0,1,58.0,58
OpenHFT/Chronicle-Values,70,1,54,0,3,0,0.0,0,3,63.333333333333336,67
OpenHFT/Chronicle-Values,71,1,15,12,2,0,0.0,0,2,32.0,53
OpenHFT/Chronicle-Values,82,1,34,0,1,0,0.0,0,1,63.0,63
OpenHFT/Chronicle-Values,88,1,24,2,1,0,0.0,0,1,60.0,60
OpenHFT/Chronicle-Values,65,1,8,2,1,0,0.0,0,1,54.0,54
OpenHFT/Chronicle-Values,67,1,33,0,1,0,0.0,0,1,58.0,58
OpenHFT/Chronicle-Values,68,1,24,17,1,0,0.0,0,1,59.0,59
OpenHFT/Chronicle-Values,75,1,23,0,2,0,0.0,0,2,32.0,53
OpenHFT/Chronicle-Values,77,1,12,5,1,0,0.0,0,1,77.0,77
OpenHFT/Chronicle-Values,79,1,34,4,1,0,0.0,0,1,64.0,64
OpenHFT/Chronicle-Values,80,1,24,0,1,0,0.0,0,1,53.0,53
OpenHFT/Chronicle-Values,87,1,27,0,1,0,0.0,0,1,66.0,66
OpenHFT/Chronicle-Values,89,1,39,0,1,0,0.0,0,1,67.0,67
OpenHFT/Chronicle-Values,94,1,17,1,1,0,0.0,0,1,62.0,62
OpenHFT/Chronicle-Values,95,1,32,1,1,0,0.0,0,1,65.0,65
OpenHFT/Java-Runtime-Compiler,151,1,49,5,1,0,0.0,0,1,57.0,57
OpenHFT/Java-Runtime-Compiler,161,1,89,9,1,0,0.0,0,1,54.0,54
jdereg/java-util,202,1,30,5,2,0,0.0,0,2,10.5,12
xpinjection/test-driven-spring-boot,14,1,0,0,0,0,0.0,0,0,0.0,0
OpenHFT/Chronicle-Values,63,1,8,7,1,0,0.0,0,1,53.0,53
OpenHFT/Java-Thread-Affinity,153,1,210,0,9,0,0.0,0,9,53.111111111111114,89
OpenHFT/Java-Thread-Affinity,159,1,21,4,1,0,0.0,0,1,57.0,57
OpenHFT/Chronicle-Core,761,4,0,6,1,0,0.0,0,1,67.0,67
OpenHFT/Chronicle-Core,762,1,13,4,2,0,0.0,0,2,65.0,67
OpenHFT/Chronicle-Core,769,1,16,9,2,0,0.0,0,2,81.0,82
OpenHFT/Chronicle-Core,772,1,23,0,1,0,0.0,0,1,65.0,65
OpenHFT/Chronicle-Core,783,1,16,10,1,0,0.0,0,1,64.0,64
jdereg/json-io,320,1,43,2,5,0,0.0,0,5,21.0,46
jdereg/java-util,291,1,49,0,2,0,0.0,0,2,43.0,74
jdereg/java-util,295,1,3,2,2,0,0.0,0,2,43.0,74
jdereg/java-util,296,1,5,1,3,0,0.0,0,3,27.0,57
jdereg/java-util,297,1,7,3,2,0,0.0,0,2,38.0,64
jdereg/java-util,298,1,5,1,2,0,0.0,0,2,43.0,74
jdereg/json-io,323,2,32,3,2,0,0.0,0,2,44.0,76
jdereg/json-io,324,1,69,0,2,0,0.0,0,2,45.5,79
jdereg/json-io,327,1,60,0,2,0,0.0,0,2,45.5,79
jdereg/json-io,354,2,30,1,2,0,0.0,0,2,45.5,79
jdereg/json-io,355,1,48,0,2,0,0.0,0,2,44.0,76
jdereg/json-io,361,1,46,0,2,0,0.0,0,2,40.0,68
jdereg/json-io,362,1,42,0,2,0,0.0,0,2,40.0,68
jdereg/json-io,364,2,30,2,2,0,0.0,0,2,33.0,54
jdereg/json-io,370,1,28,0,2,0,0.0,0,2,39.5,67
jdereg/json-io,372,1,43,0,2,0,0.0,0,2,38.5,65
jdereg/json-io,373,1,99,0,2,0,0.0,0,2,37.0,62
jdereg/json-io,390,1,101,0,2,0,0.0,0,2,38.5,65
jdereg/json-io,391,1,123,0,2,0,0.0,0,2,39.5,67
jdereg/json-io,397,2,137,1,2,0,0.0,0,2,42.5,73
jdereg/json-io,404,1,18,0,2,0,0.0,0,2,37.0,62
jdereg/json-io,406,2,14,2,2,0,0.0,0,2,36.5,61
jdereg/json-io,410,1,82,0,2,0,0.0,0,2,36.5,61
jdereg/json-io,363,1,23,0,2,0,0.0,0,2,35.0,58
jdereg/json-io,365,1,178,0,2,0,0.0,0,2,36.5,61
jdereg/json-io,367,1,57,0,2,0,0.0,0,2,38.0,64
jdereg/json-io,368,2,14,1,2,0,0.0,0,2,33.5,55
jdereg/json-io,369,1,34,0,2,0,0.0,0,2,40.0,68
jdereg/json-io,371,2,60,1,2,0,0.0,0,2,41.5,71
jdereg/json-io,374,1,177,0,2,0,0.0,0,2,37.5,63
OpenHFT/Java-Thread-Affinity,158,1,30,12,5,0,0.0,0,5,65.4,72
OpenHFT/Java-Thread-Affinity,160,1,1,1,1,0,0.0,0,1,61.0,61
lunasaw/gb28181-proxy,38,2,2184,50,11,0,0.0,0,11,57.90909090909091,89
datahub-project/datahub,14019,6,6,147,23,3,0.0,0,23,64.73913043478261,87
sakaiproject/sakai,13874,1,1,1,1,0,7.0,6,1,96.0,96
StarRocks/starrocks,61224,4,478,0,3,7,4.0,1,3,18.333333333333332,28
StarRocks/starrocks,61227,2,21,21,1,4,2.0,0,1,106.0,106
lunasaw/gb28181-proxy,40,1,510,0,1,0,0.0,0,1,19.0,19
datahub-project/datahub,13958,3,38,36,18,3,3.0,0,18,71.38888888888889,94
datahub-project/datahub,14016,1,6,18,6,3,0.0,0,6,41.0,50
datahub-project/datahub,14017,2,10,10,5,4,2.0,0,5,20.6,40
sakaiproject/sakai,13875,5,34,27,1,0,0.0,0,1,96.0,96
domaframework/doma,1322,108,2014,404,99,1,0.0,0,99,62.525252525252526,90
