PR_ID,Contributors,Stars,Forks,Watchers,Duration_Days,Commits,Open_Issues,Closed_Issues,Pull_Requests
528,54,155,67,165,1207,1690,0,208,315
396,46,337,114,341,4459,2447,2,131,293
788,60,609,134,619,3921,3993,7,319,508
793,60,609,134,619,3921,3993,7,319,508
307,22,428,110,429,4456,2342,2,23,333
308,22,428,110,429,4456,2342,2,23,333
309,22,428,110,429,4456,2342,2,23,333
130,22,428,110,429,4456,2342,2,23,333
154,22,428,110,429,4456,2342,2,23,333
155,22,428,110,429,4456,2342,2,23,333
158,22,428,110,429,4456,2342,2,23,333
165,41,1854,372,1880,4443,682,7,68,116
170,41,1854,372,1880,4443,682,7,68,116
171,41,1854,372,1880,4443,682,7,68,116
679,45,420,87,430,3921,3945,2,307,402
138,22,428,110,429,4456,2342,2,23,333
137,22,428,110,429,4456,2342,2,23,333
144,41,1854,372,1880,4443,682,7,68,116
395,46,337,114,341,4459,2447,2,131,293
501,54,155,67,165,1207,1690,0,208,315
503,54,155,67,165,1207,1690,0,208,315
214,22,428,110,429,4456,2342,2,23,333
216,22,428,110,429,4456,2342,2,23,333
218,22,428,110,429,4456,2342,2,23,333
519,54,155,67,165,1207,1690,0,208,315
521,54,155,67,165,1207,1690,0,208,315
10,1,179,67,190,2180,113,0,6,19
119,22,428,110,429,4456,2342,2,23,333
330,22,428,110,429,4456,2342,2,23,333
739,60,609,134,619,3921,3993,7,319,508
742,60,609,134,619,3921,3993,7,319,508
743,60,609,134,619,3921,3993,7,319,508
746,60,609,134,619,3921,3993,7,319,508
752,60,609,134,619,3921,3993,7,319,508
756,60,609,134,619,3921,3993,7,319,508
758,60,609,134,619,3921,3993,7,319,508
759,60,609,134,619,3921,3993,7,319,508
280,22,428,110,429,4456,2342,2,23,333
174,41,1854,372,1880,4443,682,7,68,116
166,41,1854,372,1880,4443,682,7,68,116
5568,229,6182,2867,6663,4966,9401,395,4175,1114
1195,55,557,132,565,3961,5652,21,420,790
1196,55,557,132,565,3961,5652,21,420,790
1198,55,557,132,565,3961,5652,21,420,790
1199,55,557,132,565,3961,5652,21,420,790
145,22,428,110,429,4456,2342,2,23,333
1000,55,557,132,565,3961,5652,21,420,790
1009,55,557,132,565,3961,5652,21,420,790
1010,55,557,132,565,3961,5652,21,420,790
1012,55,557,132,565,3961,5652,21,420,790
1013,55,557,132,565,3961,5652,21,420,790
1014,55,557,132,565,3961,5652,21,420,790
1015,55,557,132,565,3961,5652,21,420,790
1016,55,557,132,565,3961,5652,21,420,790
1017,55,557,132,565,3961,5652,21,420,790
1019,55,557,132,565,3961,5652,21,420,790
1021,55,557,132,565,3961,5652,21,420,790
1022,55,557,132,565,3961,5652,21,420,790
1023,55,557,132,565,3961,5652,21,420,790
1024,55,557,132,565,3961,5652,21,420,790
1025,55,557,132,565,3961,5652,21,420,790
1026,55,557,132,565,3961,5652,21,420,790
1027,55,557,132,565,3961,5652,21,420,790
1028,55,557,132,565,3961,5652,21,420,790
1029,55,557,132,565,3961,5652,21,420,790
1031,55,557,132,565,3961,5652,21,420,790
1032,55,557,132,565,3961,5652,21,420,790
1033,55,557,132,565,3961,5652,21,420,790
1034,55,557,132,565,3961,5652,21,420,790
1035,55,557,132,565,3961,5652,21,420,790
1037,55,557,132,565,3961,5652,21,420,790
1039,55,557,132,565,3961,5652,21,420,790
1040,55,557,132,565,3961,5652,21,420,790
1041,55,557,132,565,3961,5652,21,420,790
1042,55,557,132,565,3961,5652,21,420,790
1043,55,557,132,565,3961,5652,21,420,790
1044,55,557,132,565,3961,5652,21,420,790
1045,55,557,132,565,3961,5652,21,420,790
1047,55,557,132,565,3961,5652,21,420,790
1048,55,557,132,565,3961,5652,21,420,790
1049,55,557,132,565,3961,5652,21,420,790
1053,55,557,132,565,3961,5652,21,420,790
1054,55,557,132,565,3961,5652,21,420,790
1055,55,557,132,565,3961,5652,21,420,790
1056,55,557,132,565,3961,5652,21,420,790
1058,55,557,132,565,3961,5652,21,420,790
1059,55,557,132,565,3961,5652,21,420,790
1060,55,557,132,565,3961,5652,21,420,790
1061,55,557,132,565,3961,5652,21,420,790
1062,55,557,132,565,3961,5652,21,420,790
1064,55,557,132,565,3961,5652,21,420,790
1065,55,557,132,565,3961,5652,21,420,790
1066,55,557,132,565,3961,5652,21,420,790
1068,55,557,132,565,3961,5652,21,420,790
1069,55,557,132,565,3961,5652,21,420,790
1070,55,557,132,565,3961,5652,21,420,790
1071,55,557,132,565,3961,5652,21,420,790
1072,55,557,132,565,3961,5652,21,420,790
1073,55,557,132,565,3961,5652,21,420,790
341,22,428,110,429,4456,2342,2,23,333
148,22,428,110,429,4456,2342,2,23,333
217,22,428,110,429,4456,2342,2,23,333
219,22,428,110,429,4456,2342,2,23,333
3555,275,63892,5443,70081,1027,4170,352,1116,3246
3556,275,63892,5443,70081,1027,4170,352,1116,3246
347,46,337,114,341,4459,2447,2,131,293
357,46,337,114,341,4459,2447,2,131,293
538,54,155,67,165,1207,1690,0,208,315
366,46,337,114,341,4459,2447,2,131,293
415,46,337,114,341,4459,2447,2,131,293
417,46,337,114,341,4459,2447,2,131,293
144,22,428,110,429,4456,2342,2,23,333
143,22,428,110,429,4456,2342,2,23,333
142,22,428,110,429,4456,2342,2,23,333
261,22,428,110,429,4456,2342,2,23,333
265,22,428,110,429,4456,2342,2,23,333
266,22,428,110,429,4456,2342,2,23,333
271,22,428,110,429,4456,2342,2,23,333
223,32,746,52,831,911,650,46,119,94
132,29,107,38,111,3921,557,1,26,138
134,29,107,38,111,3921,557,1,26,138
137,29,107,38,111,3921,557,1,26,138
143,29,107,38,111,3921,557,1,26,138
145,29,107,38,111,3921,557,1,26,138
152,29,107,38,111,3921,557,1,26,138
150,37,690,148,692,4440,347,5,52,106
152,37,690,148,692,4440,347,5,52,106
154,37,690,148,692,4440,347,5,52,106
155,37,690,148,692,4440,347,5,52,106
156,37,690,148,692,4440,347,5,52,106
157,37,690,148,692,4440,347,5,52,106
338,22,428,110,429,4456,2342,2,23,333
263,22,428,110,429,4456,2342,2,23,333
1379,28,168,59,170,5190,1975,56,218,1147
292,34,186,61,189,3921,1786,1,111,224
315,46,337,114,341,4459,2447,2,131,293
157,22,428,110,429,4456,2342,2,23,333
168,22,428,110,429,4456,2342,2,23,333
393,46,337,114,341,4459,2447,2,131,293
399,46,337,114,341,4459,2447,2,131,293
400,46,337,114,341,4459,2447,2,131,293
401,46,337,114,341,4459,2447,2,131,293
213,32,746,52,831,911,650,46,119,94
230,22,428,110,429,4456,2342,2,23,333
237,22,428,110,429,4456,2342,2,23,333
244,22,428,110,429,4456,2342,2,23,333
250,22,428,110,429,4456,2342,2,23,333
543,54,155,67,165,1207,1690,0,208,315
215,32,746,52,831,911,650,46,119,94
766,60,609,134,619,3921,3993,7,319,508
771,60,609,134,619,3921,3993,7,319,508
775,60,609,134,619,3921,3993,7,319,508
776,60,609,134,619,3921,3993,7,319,508
777,60,609,134,619,3921,3993,7,319,508
779,60,609,134,619,3921,3993,7,319,508
781,60,609,134,619,3921,3993,7,319,508
784,60,609,134,619,3921,3993,7,319,508
785,60,609,134,619,3921,3993,7,319,508
789,60,609,134,619,3921,3993,7,319,508
795,60,609,134,619,3921,3993,7,319,508
797,60,609,134,619,3921,3993,7,319,508
808,60,609,134,619,3921,3993,7,319,508
809,60,609,134,619,3921,3993,7,319,508
811,60,609,134,619,3921,3993,7,319,508
122,22,428,110,429,4456,2342,2,23,333
124,22,428,110,429,4456,2342,2,23,333
125,22,428,110,429,4456,2342,2,23,333
128,22,428,110,429,4456,2342,2,23,333
1378,28,168,59,170,5190,1976,56,218,1148
347,22,428,110,429,4456,2342,2,23,333
221,22,428,110,429,4456,2342,2,23,333
251,22,428,110,429,4456,2342,2,23,333
151,22,428,110,429,4456,2342,2,23,333
162,22,428,110,429,4456,2342,2,23,333
1078,55,557,132,565,3961,5652,21,420,790
1079,55,557,132,565,3961,5652,21,420,790
1082,55,557,132,565,3961,5652,21,420,790
1083,55,557,132,565,3961,5652,21,420,790
1084,55,557,132,565,3961,5652,21,420,790
1085,55,557,132,565,3961,5652,21,420,790
1086,55,557,132,565,3961,5652,21,420,790
1087,55,557,132,565,3961,5652,21,420,790
1089,55,557,132,565,3961,5652,21,420,790
1093,55,557,132,565,3961,5652,21,420,790
656,45,420,87,430,3921,3945,2,307,402
220,22,428,110,429,4456,2342,2,23,333
7,4,106,85,111,3053,176,0,0,16
114,29,107,38,111,3921,557,1,26,138
118,29,107,38,111,3921,557,1,26,138
74,29,107,38,111,3921,557,1,26,138
115,29,107,38,111,3921,557,1,26,138
116,29,107,38,111,3921,557,1,26,138
787,60,609,134,619,3921,3993,7,319,508
796,60,609,134,619,3921,3993,7,319,508
800,60,609,134,619,3921,3993,7,319,508
801,60,609,134,619,3921,3993,7,319,508
802,60,609,134,619,3921,3993,7,319,508
803,60,609,134,619,3921,3993,7,319,508
804,60,609,134,619,3921,3993,7,319,508
805,60,609,134,619,3921,3993,7,319,508
806,60,609,134,619,3921,3993,7,319,508
1380,28,168,59,170,5190,1979,56,218,1151
321,46,337,114,341,4459,2447,2,131,293
73,29,107,38,111,3921,557,1,26,138
81,29,107,38,111,3921,557,1,26,138
83,29,107,38,111,3921,557,1,26,138
84,29,107,38,111,3921,557,1,26,138
85,29,107,38,111,3921,557,1,26,138
86,29,107,38,111,3921,557,1,26,138
90,29,107,38,111,3921,557,1,26,138
91,29,107,38,111,3921,557,1,26,138
93,29,107,38,111,3921,557,1,26,138
96,29,107,38,111,3921,557,1,26,138
97,29,107,38,111,3921,557,1,26,138
98,29,107,38,111,3921,557,1,26,138
99,29,107,38,111,3921,557,1,26,138
100,29,107,38,111,3921,557,1,26,138
101,29,107,38,111,3921,557,1,26,138
102,29,107,38,111,3921,557,1,26,138
103,29,107,38,111,3921,557,1,26,138
105,29,107,38,111,3921,557,1,26,138
106,29,107,38,111,3921,557,1,26,138
107,29,107,38,111,3921,557,1,26,138
108,29,107,38,111,3921,557,1,26,138
110,29,107,38,111,3921,557,1,26,138
111,29,107,38,111,3921,557,1,26,138
112,29,107,38,111,3921,557,1,26,138
113,29,107,38,111,3921,557,1,26,138
117,29,107,38,111,3921,557,1,26,138
119,29,107,38,111,3921,557,1,26,138
120,29,107,38,111,3921,557,1,26,138
121,29,107,38,111,3921,557,1,26,138
122,29,107,38,111,3921,557,1,26,138
124,29,107,38,111,3921,557,1,26,138
126,29,107,38,111,3921,557,1,26,138
127,29,107,38,111,3921,557,1,26,138
128,29,107,38,111,3921,557,1,26,138
129,29,107,38,111,3921,557,1,26,138
810,60,609,134,619,3921,3993,7,319,508
172,41,1854,372,1880,4444,682,7,68,116
359,22,428,110,429,4456,2342,2,23,333
16085,448,5851,1401,5959,4202,14324,1483,1712,14009
744,60,609,134,619,3921,3993,7,319,508
748,60,609,134,619,3921,3993,7,319,508
751,60,609,134,619,3921,3993,7,319,508
753,60,609,134,619,3921,3993,7,319,508
754,60,609,134,619,3921,3993,7,319,508
767,60,609,134,619,3921,3993,7,319,508
770,60,609,134,619,3921,3993,7,319,508
778,60,609,134,619,3921,3993,7,319,508
780,60,609,134,619,3921,3993,7,319,508
282,22,428,110,429,4456,2342,2,23,333
283,22,428,110,429,4456,2342,2,23,333
286,22,428,110,429,4456,2342,2,23,333
288,22,428,110,429,4456,2342,2,23,333
146,30,230,62,231,4136,826,1,32,167
150,30,230,62,231,4136,826,1,32,167
153,30,230,62,231,4136,826,1,32,167
155,30,230,62,231,4136,826,1,32,167
158,30,230,62,231,4136,826,1,32,167
161,30,230,62,231,4136,826,1,32,167
162,30,230,62,231,4136,826,1,32,167
163,30,230,62,231,4136,826,1,32,167
164,30,230,62,231,4136,826,1,32,167
165,30,230,62,231,4136,826,1,32,167
167,30,230,62,231,4136,826,1,32,167
168,30,230,62,231,4136,826,1,32,167
169,30,230,62,231,4136,826,1,32,167
179,30,230,62,231,4136,826,1,32,167
180,30,230,62,231,4136,826,1,32,167
184,30,230,62,231,4136,826,1,32,167
186,30,230,62,231,4136,826,1,32,167
187,30,230,62,231,4136,826,1,32,167
188,30,230,62,231,4136,826,1,32,167
190,30,230,62,231,4136,826,1,32,167
191,30,230,62,231,4136,826,1,32,167
193,30,230,62,231,4136,826,1,32,167
813,60,609,134,619,3922,3993,7,319,508
814,60,609,134,619,3922,3993,7,319,508
358,22,428,110,429,4456,2342,2,23,333
3621,275,63892,5443,70089,1027,4170,352,1116,3248
201,22,428,110,429,4456,2342,2,23,333
346,22,428,110,429,4456,2342,2,23,333
412,46,337,114,341,4459,2447,2,131,293
321,22,428,110,429,4456,2342,2,23,333
322,22,428,110,429,4456,2342,2,23,333
118,22,428,110,429,4456,2342,2,23,333
8,4,106,85,111,3053,176,0,0,16
9,4,106,85,111,3053,176,0,0,16
375,46,337,114,341,4459,2447,2,131,293
376,46,337,114,341,4459,2447,2,131,293
377,46,337,114,341,4459,2447,2,131,293
379,46,337,114,341,4459,2447,2,131,293
380,46,337,114,341,4459,2447,2,131,293
381,46,337,114,341,4459,2447,2,131,293
382,46,337,114,341,4459,2447,2,131,293
383,46,337,114,341,4459,2447,2,131,293
536,54,155,67,165,1207,1690,0,208,315
540,54,155,67,165,1207,1690,0,208,315
182,30,230,62,231,4136,826,1,32,168
192,30,230,62,231,4136,826,1,32,168
305,22,428,110,429,4456,2342,2,23,333
323,22,428,110,429,4456,2342,2,23,333
324,22,428,110,429,4456,2342,2,23,333
392,46,337,114,341,4459,2447,2,131,293
176,30,230,62,231,4136,826,1,32,168
186,22,428,110,429,4456,2342,2,23,333
189,22,428,110,429,4456,2342,2,23,333
190,22,428,110,429,4456,2342,2,23,333
191,22,428,110,429,4456,2342,2,23,333
192,22,428,110,429,4456,2342,2,23,333
193,22,428,110,429,4456,2342,2,23,333
194,22,428,110,429,4456,2342,2,23,333
198,22,428,110,429,4456,2342,2,23,333
502,10,2250,234,2303,1881,816,7,482,32
328,22,428,110,429,4456,2342,2,23,333
1001,413,186,46,278,400,22146,49,392,1176
312,46,337,114,341,4459,2447,2,131,293
157,41,1854,372,1880,4444,682,7,68,116
356,22,428,110,429,4456,2342,2,23,333
357,22,428,110,429,4456,2342,2,23,333
276,22,428,110,429,4456,2342,2,23,333
537,54,155,67,165,1207,1690,0,208,315
278,22,428,110,429,4456,2342,2,23,333
281,22,428,110,429,4456,2342,2,23,333
325,22,428,110,429,4456,2342,2,23,333
912,413,186,46,278,400,22146,49,392,1176
327,34,186,61,189,3922,1786,1,111,225
61,29,107,38,111,3922,557,1,26,138
64,29,107,38,111,3922,557,1,26,138
66,29,107,38,111,3922,557,1,26,138
70,29,107,38,111,3922,557,1,26,138
71,29,107,38,111,3922,557,1,26,138
82,29,107,38,111,3922,557,1,26,138
88,29,107,38,111,3922,557,1,26,138
65,29,107,38,111,3922,557,1,26,138
67,29,107,38,111,3922,557,1,26,138
68,29,107,38,111,3922,557,1,26,138
75,29,107,38,111,3922,557,1,26,138
77,29,107,38,111,3922,557,1,26,138
79,29,107,38,111,3922,557,1,26,138
80,29,107,38,111,3922,557,1,26,138
87,29,107,38,111,3922,557,1,26,138
89,29,107,38,111,3922,557,1,26,138
94,29,107,38,111,3922,557,1,26,138
95,29,107,38,111,3922,557,1,26,138
151,37,690,148,692,4440,347,5,52,106
161,37,690,148,692,4440,347,5,52,106
202,22,428,110,429,4456,2342,2,23,333
14,4,106,85,111,3053,176,0,0,16
63,29,107,38,111,3922,557,1,26,138
153,41,1854,372,1880,4443,682,7,68,116
159,41,1854,372,1880,4443,682,7,68,116
761,60,609,134,619,3922,3994,7,319,508
762,60,609,134,619,3922,3994,7,319,508
769,60,609,134,619,3922,3994,7,319,508
772,60,609,134,619,3922,3994,7,319,508
783,60,609,134,619,3922,3994,7,319,508
320,46,337,114,341,4460,2447,2,131,293
291,22,428,110,429,4456,2342,2,23,333
295,22,428,110,429,4456,2342,2,23,333
296,22,428,110,429,4456,2342,2,23,333
297,22,428,110,429,4456,2342,2,23,333
298,22,428,110,429,4456,2342,2,23,333
323,46,337,114,341,4460,2447,2,131,293
324,46,337,114,341,4460,2447,2,131,293
327,46,337,114,341,4460,2447,2,131,293
354,46,337,114,341,4460,2447,2,131,293
355,46,337,114,341,4460,2447,2,131,293
361,46,337,114,341,4460,2447,2,131,293
362,46,337,114,341,4460,2447,2,131,293
364,46,337,114,341,4460,2447,2,131,293
370,46,337,114,341,4460,2447,2,131,293
372,46,337,114,341,4460,2447,2,131,293
373,46,337,114,341,4460,2447,2,131,293
390,46,337,114,341,4460,2447,2,131,293
391,46,337,114,341,4460,2447,2,131,293
397,46,337,114,341,4460,2447,2,131,293
404,46,337,114,341,4460,2447,2,131,293
406,46,337,114,341,4460,2447,2,131,293
410,46,337,114,341,4460,2447,2,131,293
363,46,337,114,341,4460,2447,2,131,293
365,46,337,114,341,4460,2447,2,131,293
367,46,337,114,341,4460,2447,2,131,293
368,46,337,114,341,4460,2447,2,131,293
369,46,337,114,341,4460,2447,2,131,293
371,46,337,114,341,4460,2447,2,131,293
374,46,337,114,341,4460,2447,2,131,293
158,41,1854,372,1880,4443,682,7,68,116
160,41,1854,372,1880,4443,682,7,68,116
38,4,113,26,134,771,312,13,6,33
14019,672,10890,3176,11237,3655,13269,352,2178,12806
13874,339,1161,987,1189,3979,54802,0,0,13871
61224,550,10390,2065,10916,1538,22801,493,8589,56568
61227,550,10390,2065,10916,1538,22801,493,8589,56568
40,4,113,26,134,771,312,13,6,33
13958,672,10890,3176,11237,3655,13269,352,2178,12806
14016,672,10890,3176,11237,3655,13269,352,2178,12806
14017,672,10890,3176,11237,3655,13269,352,2178,12806
13875,339,1161,987,1189,3979,54802,0,0,13871
1322,47,480,71,490,4279,3751,3,124,1320
